state,year,sex,pluarlity,age,births
Rhode Island,2016,Female,Single,45-49 years,10
Rhode Island,2016,Female,Twin,20-24 years,27
Rhode Island,2016,Female,Twin,25-29 years,64
Rhode Island,2016,Female,Twin,30-34 years,60
Rhode Island,2016,Female,Twin,35-39 years,38
Rhode Island,2016,Male,Single,15-19 years,254
Rhode Island,2016,Male,Single,20-24 years,913
Rhode Island,2016,Male,Single,25-29 years,1510
Rhode Island,2016,Male,Single,30-34 years,1631
Rhode Island,2016,Male,Single,35-39 years,851
Rhode Island,2016,Male,Single,40-44 years,143
Rhode Island,2016,Male,Twin,20-24 years,19
Rhode Island,2016,Male,Twin,25-29 years,53
Rhode Island,2016,Male,Twin,30-34 years,70
Rhode Island,2016,Male,Twin,35-39 years,34
Rhode Island,2016,Male,Twin,40-44 years,12
Rhode Island,2017,Female,Single,15-19 years,201
Rhode Island,2017,Female,Single,20-24 years,914
Rhode Island,2017,Female,Single,25-29 years,1403
Rhode Island,2017,Female,Single,30-34 years,1583
Rhode Island,2017,Female,Single,35-39 years,807
Rhode Island,2017,Female,Single,40-44 years,161
Rhode Island,2017,Female,Single,45-49 years,15
Rhode Island,2017,Female,Twin,20-24 years,18
Rhode Island,2017,Female,Twin,25-29 years,51
Rhode Island,2017,Female,Twin,30-34 years,50
Rhode Island,2017,Female,Twin,35-39 years,43
Rhode Island,2017,Male,Single,15-19 years,203
Rhode Island,2017,Male,Single,20-24 years,860
Rhode Island,2017,Male,Single,25-29 years,1459
Rhode Island,2017,Male,Single,30-34 years,1631
Rhode Island,2017,Male,Single,35-39 years,855
Rhode Island,2017,Male,Single,40-44 years,161
Rhode Island,2017,Male,Twin,20-24 years,24
Rhode Island,2017,Male,Twin,25-29 years,55
Rhode Island,2017,Male,Twin,30-34 years,42
Rhode Island,2017,Male,Twin,35-39 years,50
Rhode Island,2018,Female,Single,15-19 years,201
Rhode Island,2018,Female,Single,20-24 years,802
Rhode Island,2018,Female,Single,25-29 years,1419
Rhode Island,2018,Female,Single,30-34 years,1579
Rhode Island,2018,Female,Single,35-39 years,843
Rhode Island,2018,Female,Single,40-44 years,187
Rhode Island,2018,Female,Twin,20-24 years,18
Rhode Island,2018,Female,Twin,25-29 years,45
Rhode Island,2018,Female,Twin,30-34 years,58
Rhode Island,2018,Female,Twin,35-39 years,28
Rhode Island,2018,Male,Single,15-19 years,197
Rhode Island,2018,Male,Single,20-24 years,778
Rhode Island,2018,Male,Single,25-29 years,1437
Rhode Island,2018,Male,Single,30-34 years,1614
Rhode Island,2018,Male,Single,35-39 years,871
Rhode Island,2018,Male,Single,40-44 years,182
Rhode Island,2018,Male,Twin,20-24 years,16
Rhode Island,2018,Male,Twin,25-29 years,45
Rhode Island,2018,Male,Twin,30-34 years,76
Rhode Island,2018,Male,Twin,35-39 years,40
Rhode Island,2018,Male,Twin,40-44 years,15
Rhode Island,2019,Female,Single,15-19 years,168
Rhode Island,2019,Female,Single,20-24 years,736
Rhode Island,2019,Female,Single,25-29 years,1352
Rhode Island,2019,Female,Single,30-34 years,1528
Rhode Island,2019,Female,Single,35-39 years,844
Rhode Island,2019,Female,Single,40-44 years,188
Rhode Island,2019,Female,Single,45-49 years,13
Rhode Island,2019,Female,Twin,20-24 years,18
Rhode Island,2019,Female,Twin,25-29 years,35
Rhode Island,2019,Female,Twin,30-34 years,59
Rhode Island,2019,Female,Twin,35-39 years,39
Rhode Island,2019,Male,Single,15-19 years,185
Rhode Island,2019,Male,Single,20-24 years,805
Rhode Island,2019,Male,Single,25-29 years,1420
Rhode Island,2019,Male,Single,30-34 years,1564
Rhode Island,2019,Male,Single,35-39 years,850
Rhode Island,2019,Male,Single,40-44 years,178
Rhode Island,2019,Male,Single,45-49 years,14
Rhode Island,2019,Male,Twin,20-24 years,16
Rhode Island,2019,Male,Twin,25-29 years,44
Rhode Island,2019,Male,Twin,30-34 years,55
Rhode Island,2019,Male,Twin,35-39 years,45
South Carolina,2016,Female,Single,Under 15 years,26
South Carolina,2016,Female,Single,15-19 years,1764
South Carolina,2016,Female,Single,20-24 years,6509
South Carolina,2016,Female,Single,25-29 years,8365
South Carolina,2016,Female,Single,30-34 years,6707
South Carolina,2016,Female,Single,35-39 years,3057
South Carolina,2016,Female,Single,40-44 years,568
South Carolina,2016,Female,Single,45-49 years,28
South Carolina,2016,Female,Twin,15-19 years,24
South Carolina,2016,Female,Twin,20-24 years,182
South Carolina,2016,Female,Twin,25-29 years,266
South Carolina,2016,Female,Twin,30-34 years,309
South Carolina,2016,Female,Twin,35-39 years,161
South Carolina,2016,Female,Twin,40-44 years,24
South Carolina,2016,Female,Twin,45-49 years,13
South Carolina,2016,Female,Triplet,25-29 years,11
South Carolina,2016,Female,Triplet,35-39 years,10
South Carolina,2016,Male,Single,Under 15 years,18
South Carolina,2016,Male,Single,15-19 years,1876
South Carolina,2016,Male,Single,20-24 years,6650
South Carolina,2016,Male,Single,25-29 years,8758
South Carolina,2016,Male,Single,30-34 years,7034
South Carolina,2016,Male,Single,35-39 years,3250
South Carolina,2016,Male,Single,40-44 years,554
South Carolina,2016,Male,Single,45-49 years,36
South Carolina,2016,Male,Twin,15-19 years,31
South Carolina,2016,Male,Twin,20-24 years,207
South Carolina,2016,Male,Twin,25-29 years,287
South Carolina,2016,Male,Twin,30-34 years,339
South Carolina,2016,Male,Twin,35-39 years,178
South Carolina,2016,Male,Twin,40-44 years,35
South Carolina,2016,Male,Triplet,30-34 years,10
South Carolina,2016,Male,Triplet,35-39 years,15
South Carolina,2017,Female,Single,Under 15 years,21
South Carolina,2017,Female,Single,15-19 years,1656
South Carolina,2017,Female,Single,20-24 years,6367
South Carolina,2017,Female,Single,25-29 years,8234
South Carolina,2017,Female,Single,30-34 years,6877
South Carolina,2017,Female,Single,35-39 years,2965
South Carolina,2017,Female,Single,40-44 years,585
South Carolina,2017,Female,Single,45-49 years,27
South Carolina,2017,Female,Twin,15-19 years,35
South Carolina,2017,Female,Twin,20-24 years,191
South Carolina,2017,Female,Twin,25-29 years,296
South Carolina,2017,Female,Twin,30-34 years,269
South Carolina,2017,Female,Twin,35-39 years,137
South Carolina,2017,Female,Twin,40-44 years,30
South Carolina,2017,Male,Single,Under 15 years,15
South Carolina,2017,Male,Single,15-19 years,1678
South Carolina,2017,Male,Single,20-24 years,6797
South Carolina,2017,Male,Single,25-29 years,8839
South Carolina,2017,Male,Single,30-34 years,6988
South Carolina,2017,Male,Single,35-39 years,3359
South Carolina,2017,Male,Single,40-44 years,592
South Carolina,2017,Male,Single,45-49 years,29
South Carolina,2017,Male,Twin,15-19 years,39
South Carolina,2017,Male,Twin,20-24 years,164
South Carolina,2017,Male,Twin,25-29 years,279
South Carolina,2017,Male,Twin,30-34 years,318
South Carolina,2017,Male,Twin,35-39 years,152
South Carolina,2017,Male,Twin,40-44 years,26
South Carolina,2017,Male,Triplet,25-29 years,10
South Carolina,2018,Female,Single,Under 15 years,16
South Carolina,2018,Female,Single,15-19 years,1644
South Carolina,2018,Female,Single,20-24 years,6057
South Carolina,2018,Female,Single,25-29 years,8263
South Carolina,2018,Female,Single,30-34 years,6847
South Carolina,2018,Female,Single,35-39 years,3235
South Carolina,2018,Female,Single,40-44 years,581
South Carolina,2018,Female,Single,45-49 years,39
South Carolina,2018,Female,Twin,15-19 years,37
South Carolina,2018,Female,Twin,20-24 years,136
South Carolina,2018,Female,Twin,25-29 years,273
South Carolina,2018,Female,Twin,30-34 years,275
South Carolina,2018,Female,Twin,35-39 years,141
South Carolina,2018,Female,Twin,40-44 years,25
South Carolina,2018,Male,Single,Under 15 years,19
South Carolina,2018,Male,Single,15-19 years,1762
South Carolina,2018,Male,Single,20-24 years,6343
South Carolina,2018,Male,Single,25-29 years,8770
South Carolina,2018,Male,Single,30-34 years,7225
South Carolina,2018,Male,Single,35-39 years,3326
South Carolina,2018,Male,Single,40-44 years,621
South Carolina,2018,Male,Single,45-49 years,35
South Carolina,2018,Male,Twin,15-19 years,38
South Carolina,2018,Male,Twin,20-24 years,178
South Carolina,2018,Male,Twin,25-29 years,280
South Carolina,2018,Male,Twin,30-34 years,284
South Carolina,2018,Male,Twin,35-39 years,149
South Carolina,2018,Male,Twin,40-44 years,30
South Carolina,2019,Female,Single,Under 15 years,20
South Carolina,2019,Female,Single,15-19 years,1631
South Carolina,2019,Female,Single,20-24 years,6004
South Carolina,2019,Female,Single,25-29 years,8221
South Carolina,2019,Female,Single,30-34 years,6990
South Carolina,2019,Female,Single,35-39 years,3383
South Carolina,2019,Female,Single,40-44 years,658
South Carolina,2019,Female,Single,45-49 years,40
South Carolina,2019,Female,Twin,15-19 years,20
South Carolina,2019,Female,Twin,20-24 years,166
South Carolina,2019,Female,Twin,25-29 years,262
South Carolina,2019,Female,Twin,30-34 years,275
South Carolina,2019,Female,Twin,35-39 years,153
South Carolina,2019,Female,Twin,40-44 years,21
South Carolina,2019,Female,Triplet,35-39 years,10
South Carolina,2019,Male,Single,Under 15 years,17
South Carolina,2019,Male,Single,15-19 years,1741
South Carolina,2019,Male,Single,20-24 years,6262
South Carolina,2019,Male,Single,25-29 years,8684
South Carolina,2019,Male,Single,30-34 years,7315
South Carolina,2019,Male,Single,35-39 years,3424
South Carolina,2019,Male,Single,40-44 years,662
South Carolina,2019,Male,Single,45-49 years,34
South Carolina,2019,Male,Twin,15-19 years,33
South Carolina,2019,Male,Twin,20-24 years,147
South Carolina,2019,Male,Twin,25-29 years,304
South Carolina,2019,Male,Twin,30-34 years,310
South Carolina,2019,Male,Twin,35-39 years,171
South Carolina,2019,Male,Twin,40-44 years,27
South Dakota,2016,Female,Single,15-19 years,310
South Dakota,2016,Female,Single,20-24 years,1263
South Dakota,2016,Female,Single,25-29 years,1967
South Dakota,2016,Female,Single,30-34 years,1523
South Dakota,2016,Female,Single,35-39 years,582
South Dakota,2016,Female,Single,40-44 years,105
South Dakota,2016,Female,Twin,20-24 years,36
South Dakota,2016,Female,Twin,25-29 years,74
South Dakota,2016,Female,Twin,30-34 years,58
South Dakota,2016,Female,Twin,35-39 years,33
South Dakota,2016,Male,Single,15-19 years,365
South Dakota,2016,Male,Single,20-24 years,1291
South Dakota,2016,Male,Single,25-29 years,2057
South Dakota,2016,Male,Single,30-34 years,1636
South Dakota,2016,Male,Single,35-39 years,601
South Dakota,2016,Male,Single,40-44 years,105
South Dakota,2016,Male,Twin,20-24 years,26
South Dakota,2016,Male,Twin,25-29 years,60
South Dakota,2016,Male,Twin,30-34 years,95
South Dakota,2016,Male,Twin,35-39 years,29
South Dakota,2017,Female,Single,15-19 years,299
South Dakota,2017,Female,Single,20-24 years,1157
South Dakota,2017,Female,Single,25-29 years,1964
South Dakota,2017,Female,Single,30-34 years,1638
South Dakota,2017,Female,Single,35-39 years,612
South Dakota,2017,Female,Single,40-44 years,122
South Dakota,2017,Female,Twin,15-19 years,12
South Dakota,2017,Female,Twin,20-24 years,29
South Dakota,2017,Female,Twin,25-29 years,53
South Dakota,2017,Female,Twin,30-34 years,67
South Dakota,2017,Female,Twin,35-39 years,36
South Dakota,2017,Male,Single,15-19 years,299
South Dakota,2017,Male,Single,20-24 years,1281
South Dakota,2017,Male,Single,25-29 years,1936
South Dakota,2017,Male,Single,30-34 years,1611
South Dakota,2017,Male,Single,35-39 years,655
South Dakota,2017,Male,Single,40-44 years,100
South Dakota,2017,Male,Twin,20-24 years,26
South Dakota,2017,Male,Twin,25-29 years,69
South Dakota,2017,Male,Twin,30-34 years,80
South Dakota,2017,Male,Twin,35-39 years,37
South Dakota,2017,Male,Twin,40-44 years,10
South Dakota,2018,Female,Single,15-19 years,272
South Dakota,2018,Female,Single,20-24 years,1130
South Dakota,2018,Female,Single,25-29 years,1872
South Dakota,2018,Female,Single,30-34 years,1649
South Dakota,2018,Female,Single,35-39 years,644
South Dakota,2018,Female,Single,40-44 years,88
South Dakota,2018,Female,Twin,20-24 years,24
South Dakota,2018,Female,Twin,25-29 years,86
South Dakota,2018,Female,Twin,30-34 years,76
South Dakota,2018,Female,Twin,35-39 years,24
South Dakota,2018,Male,Single,15-19 years,291
South Dakota,2018,Male,Single,20-24 years,1147
South Dakota,2018,Male,Single,25-29 years,1998
South Dakota,2018,Male,Single,30-34 years,1630
South Dakota,2018,Male,Single,35-39 years,640
South Dakota,2018,Male,Single,40-44 years,89
South Dakota,2018,Male,Twin,20-24 years,30
South Dakota,2018,Male,Twin,25-29 years,61
South Dakota,2018,Male,Twin,30-34 years,77
South Dakota,2018,Male,Twin,35-39 years,28
South Dakota,2019,Female,Single,15-19 years,251
South Dakota,2019,Female,Single,20-24 years,1014
South Dakota,2019,Female,Single,25-29 years,1785
South Dakota,2019,Female,Single,30-34 years,1582
South Dakota,2019,Female,Single,35-39 years,612
South Dakota,2019,Female,Single,40-44 years,93
South Dakota,2019,Female,Twin,20-24 years,31
South Dakota,2019,Female,Twin,25-29 years,79
South Dakota,2019,Female,Twin,30-34 years,78
South Dakota,2019,Female,Twin,35-39 years,26
South Dakota,2019,Male,Single,15-19 years,274
South Dakota,2019,Male,Single,20-24 years,1127
South Dakota,2019,Male,Single,25-29 years,1866
South Dakota,2019,Male,Single,30-34 years,1632
South Dakota,2019,Male,Single,35-39 years,668
South Dakota,2019,Male,Single,40-44 years,91
South Dakota,2019,Male,Twin,20-24 years,22
South Dakota,2019,Male,Twin,25-29 years,72
South Dakota,2019,Male,Twin,30-34 years,62
South Dakota,2019,Male,Twin,35-39 years,44
Tennessee,2016,Female,Single,Under 15 years,34
Tennessee,2016,Female,Single,15-19 years,2733
Tennessee,2016,Female,Single,20-24 years,9735
Tennessee,2016,Female,Single,25-29 years,11569
Tennessee,2016,Female,Single,30-34 years,9230
Tennessee,2016,Female,Single,35-39 years,3961
Tennessee,2016,Female,Single,40-44 years,732
Tennessee,2016,Female,Single,45-49 years,39
Tennessee,2016,Female,Twin,15-19 years,42
Tennessee,2016,Female,Twin,20-24 years,218
Tennessee,2016,Female,Twin,25-29 years,416
Tennessee,2016,Female,Twin,30-34 years,386
Tennessee,2016,Female,Twin,35-39 years,191
Tennessee,2016,Female,Twin,40-44 years,30
Tennessee,2016,Female,Triplet,20-24 years,13
Tennessee,2016,Female,Triplet,30-34 years,15
Tennessee,2016,Female,Triplet,35-39 years,12
Tennessee,2016,Male,Single,Under 15 years,35
Tennessee,2016,Male,Single,15-19 years,2947
Tennessee,2016,Male,Single,20-24 years,10276
Tennessee,2016,Male,Single,25-29 years,12253
Tennessee,2016,Male,Single,30-34 years,9586
Tennessee,2016,Male,Single,35-39 years,4096
Tennessee,2016,Male,Single,40-44 years,794
Tennessee,2016,Male,Single,45-49 years,53
Tennessee,2016,Male,Twin,15-19 years,44
Tennessee,2016,Male,Twin,20-24 years,266
Tennessee,2016,Male,Twin,25-29 years,413
Tennessee,2016,Male,Twin,30-34 years,409
Tennessee,2016,Male,Twin,35-39 years,184
Tennessee,2016,Male,Twin,40-44 years,30
Tennessee,2016,Male,Triplet,35-39 years,12
Tennessee,2017,Female,Single,Under 15 years,28
Tennessee,2017,Female,Single,15-19 years,2656
Tennessee,2017,Female,Single,20-24 years,9438
Tennessee,2017,Female,Single,25-29 years,11815
Tennessee,2017,Female,Single,30-34 years,9294
Tennessee,2017,Female,Single,35-39 years,3993
Tennessee,2017,Female,Single,40-44 years,731
Tennessee,2017,Female,Single,45-49 years,56
Tennessee,2017,Female,Twin,15-19 years,45
Tennessee,2017,Female,Twin,20-24 years,273
Tennessee,2017,Female,Twin,25-29 years,371
Tennessee,2017,Female,Twin,30-34 years,372
Tennessee,2017,Female,Twin,35-39 years,181
Tennessee,2017,Female,Twin,40-44 years,40
Tennessee,2017,Female,Triplet,30-34 years,18
Tennessee,2017,Male,Single,Under 15 years,38
Tennessee,2017,Male,Single,15-19 years,2766
Tennessee,2017,Male,Single,20-24 years,10175
Tennessee,2017,Male,Single,25-29 years,12609
Tennessee,2017,Male,Single,30-34 years,9699
Tennessee,2017,Male,Single,35-39 years,4294
Tennessee,2017,Male,Single,40-44 years,742
Tennessee,2017,Male,Single,45-49 years,54
Tennessee,2017,Male,Twin,15-19 years,45
Tennessee,2017,Male,Twin,20-24 years,227
Tennessee,2017,Male,Twin,25-29 years,428
Tennessee,2017,Male,Twin,30-34 years,349
Tennessee,2017,Male,Twin,35-39 years,163
Tennessee,2017,Male,Twin,40-44 years,32
Tennessee,2017,Male,Triplet,30-34 years,15
Tennessee,2018,Female,Single,Under 15 years,26
Tennessee,2018,Female,Single,15-19 years,2504
Tennessee,2018,Female,Single,20-24 years,9427
Tennessee,2018,Female,Single,25-29 years,11723
Tennessee,2018,Female,Single,30-34 years,9436
Tennessee,2018,Female,Single,35-39 years,4318
Tennessee,2018,Female,Single,40-44 years,775
Tennessee,2018,Female,Single,45-49 years,43
Tennessee,2018,Female,Twin,15-19 years,48
Tennessee,2018,Female,Twin,20-24 years,266
Tennessee,2018,Female,Twin,25-29 years,382
Tennessee,2018,Female,Twin,30-34 years,403
Tennessee,2018,Female,Twin,35-39 years,217
Tennessee,2018,Female,Twin,40-44 years,28
Tennessee,2018,Female,Triplet,25-29 years,15
Tennessee,2018,Female,Triplet,30-34 years,13
Tennessee,2018,Female,Triplet,35-39 years,10
Tennessee,2018,Male,Single,Under 15 years,36
Tennessee,2018,Male,Single,15-19 years,2673
Tennessee,2018,Male,Single,20-24 years,9583
Tennessee,2018,Male,Single,25-29 years,12546
Tennessee,2018,Male,Single,30-34 years,9700
Tennessee,2018,Male,Single,35-39 years,4375
Tennessee,2018,Male,Single,40-44 years,820
Tennessee,2018,Male,Single,45-49 years,52
Tennessee,2018,Male,Twin,15-19 years,33
Tennessee,2018,Male,Twin,20-24 years,255
Tennessee,2018,Male,Twin,25-29 years,372
Tennessee,2018,Male,Twin,30-34 years,398
Tennessee,2018,Male,Twin,35-39 years,185
Tennessee,2018,Male,Twin,40-44 years,21
Tennessee,2018,Male,Triplet,30-34 years,17
Tennessee,2019,Female,Single,Under 15 years,23
Tennessee,2019,Female,Single,15-19 years,2389
Tennessee,2019,Female,Single,20-24 years,9293
Tennessee,2019,Female,Single,25-29 years,11738
Tennessee,2019,Female,Single,30-34 years,9511
Tennessee,2019,Female,Single,35-39 years,4271
Tennessee,2019,Female,Single,40-44 years,824
Tennessee,2019,Female,Single,45-49 years,58
Tennessee,2019,Female,Twin,15-19 years,50
Tennessee,2019,Female,Twin,20-24 years,224
Tennessee,2019,Female,Twin,25-29 years,370
Tennessee,2019,Female,Twin,30-34 years,390
Tennessee,2019,Female,Twin,35-39 years,224
Tennessee,2019,Female,Twin,40-44 years,42
Tennessee,2019,Female,Triplet,35-39 years,13
Tennessee,2019,Male,Single,Under 15 years,37
Tennessee,2019,Male,Single,15-19 years,2434
Tennessee,2019,Male,Single,20-24 years,9670
Tennessee,2019,Male,Single,25-29 years,12165
Tennessee,2019,Male,Single,30-34 years,9952
Tennessee,2019,Male,Single,35-39 years,4549
Tennessee,2019,Male,Single,40-44 years,840
Tennessee,2019,Male,Single,45-49 years,46
Tennessee,2019,Male,Twin,15-19 years,45
Tennessee,2019,Male,Twin,20-24 years,240
Tennessee,2019,Male,Twin,25-29 years,415
Tennessee,2019,Male,Twin,30-34 years,368
Tennessee,2019,Male,Twin,35-39 years,175
Tennessee,2019,Male,Twin,40-44 years,30
Texas,2016,Female,Single,Under 15 years,198
Texas,2016,Female,Single,15-19 years,14252
Texas,2016,Female,Single,20-24 years,44317
Texas,2016,Female,Single,25-29 years,54407
Texas,2016,Female,Single,30-34 years,47668
Texas,2016,Female,Single,35-39 years,22438
Texas,2016,Female,Single,40-44 years,4714
Texas,2016,Female,Single,45-49 years,254
Texas,2016,Female,Single,50 years and over,13
Texas,2016,Female,Twin,15-19 years,191
Texas,2016,Female,Twin,20-24 years,1034
Texas,2016,Female,Twin,25-29 years,1671
Texas,2016,Female,Twin,30-34 years,1920
Texas,2016,Female,Twin,35-39 years,1099
Texas,2016,Female,Twin,40-44 years,266
Texas,2016,Female,Twin,45-49 years,49
Texas,2016,Female,Triplet,20-24 years,15
Texas,2016,Female,Triplet,25-29 years,45
Texas,2016,Female,Triplet,30-34 years,53
Texas,2016,Female,Triplet,35-39 years,49
Texas,2016,Female,Triplet,40-44 years,18
Texas,2016,Female,Quadruplet,25-29 years,10
Texas,2016,Male,Single,Under 15 years,197
Texas,2016,Male,Single,15-19 years,15095
Texas,2016,Male,Single,20-24 years,46609
Texas,2016,Male,Single,25-29 years,56747
Texas,2016,Male,Single,30-34 years,49673
Texas,2016,Male,Single,35-39 years,23430
Texas,2016,Male,Single,40-44 years,4837
Texas,2016,Male,Single,45-49 years,277
Texas,2016,Male,Single,50 years and over,19
Texas,2016,Male,Twin,15-19 years,224
Texas,2016,Male,Twin,20-24 years,972
Texas,2016,Male,Twin,25-29 years,1689
Texas,2016,Male,Twin,30-34 years,1948
Texas,2016,Male,Twin,35-39 years,1123
Texas,2016,Male,Twin,40-44 years,240
Texas,2016,Male,Twin,45-49 years,54
Texas,2016,Male,Triplet,20-24 years,12
Texas,2016,Male,Triplet,25-29 years,34
Texas,2016,Male,Triplet,30-34 years,54
Texas,2016,Male,Triplet,35-39 years,54
Texas,2016,Male,Triplet,40-44 years,21
Texas,2017,Female,Single,Under 15 years,152
Texas,2017,Female,Single,15-19 years,12942
Texas,2017,Female,Single,20-24 years,41372
Texas,2017,Female,Single,25-29 years,52793
Texas,2017,Female,Single,30-34 years,46319
Texas,2017,Female,Single,35-39 years,22390
Texas,2017,Female,Single,40-44 years,4714
Texas,2017,Female,Single,45-49 years,273
Texas,2017,Female,Single,50 years and over,19
Texas,2017,Female,Twin,15-19 years,187
Texas,2017,Female,Twin,20-24 years,974
Texas,2017,Female,Twin,25-29 years,1639
Texas,2017,Female,Twin,30-34 years,1796
Texas,2017,Female,Twin,35-39 years,1078
Texas,2017,Female,Twin,40-44 years,236
Texas,2017,Female,Twin,45-49 years,29
Texas,2017,Female,Triplet,20-24 years,28
Texas,2017,Female,Triplet,25-29 years,39
Texas,2017,Female,Triplet,30-34 years,54
Texas,2017,Female,Triplet,35-39 years,29
Texas,2017,Female,Triplet,40-44 years,13
Texas,2017,Male,Single,Under 15 years,147
Texas,2017,Male,Single,15-19 years,13638
Texas,2017,Male,Single,20-24 years,43485
Texas,2017,Male,Single,25-29 years,54784
Texas,2017,Male,Single,30-34 years,48326
Texas,2017,Male,Single,35-39 years,23368
Texas,2017,Male,Single,40-44 years,4726
Texas,2017,Male,Single,45-49 years,263
Texas,2017,Male,Single,50 years and over,19
Texas,2017,Male,Twin,15-19 years,204
Texas,2017,Male,Twin,20-24 years,924
Texas,2017,Male,Twin,25-29 years,1638
Texas,2017,Male,Twin,30-34 years,1811
Texas,2017,Male,Twin,35-39 years,1142
Texas,2017,Male,Twin,40-44 years,226
Texas,2017,Male,Twin,45-49 years,32
Texas,2017,Male,Triplet,20-24 years,29
Texas,2017,Male,Triplet,25-29 years,45
Texas,2017,Male,Triplet,30-34 years,65
Texas,2017,Male,Triplet,35-39 years,41
Texas,2017,Male,Triplet,40-44 years,11
Texas,2017,Male,Triplet,45-49 years,11
Texas,2018,Female,Single,Under 15 years,154
Texas,2018,Female,Single,15-19 years,11928
Texas,2018,Female,Single,20-24 years,39848
Texas,2018,Female,Single,25-29 years,52729
Texas,2018,Female,Single,30-34 years,46563
Texas,2018,Female,Single,35-39 years,22926
Texas,2018,Female,Single,40-44 years,4898
Texas,2018,Female,Single,45-49 years,285
Texas,2018,Female,Single,50 years and over,23
Texas,2018,Female,Twin,15-19 years,196
Texas,2018,Female,Twin,20-24 years,876
Texas,2018,Female,Twin,25-29 years,1564
Texas,2018,Female,Twin,30-34 years,1830
Texas,2018,Female,Twin,35-39 years,1049
Texas,2018,Female,Twin,40-44 years,198
Texas,2018,Female,Twin,45-49 years,39
Texas,2018,Female,Triplet,20-24 years,14
Texas,2018,Female,Triplet,25-29 years,42
Texas,2018,Female,Triplet,30-34 years,67
Texas,2018,Female,Triplet,35-39 years,33
Texas,2018,Female,Triplet,40-44 years,10
Texas,2018,Male,Single,Under 15 years,150
Texas,2018,Male,Single,15-19 years,12787
Texas,2018,Male,Single,20-24 years,41633
Texas,2018,Male,Single,25-29 years,54530
Texas,2018,Male,Single,30-34 years,48566
Texas,2018,Male,Single,35-39 years,24374
Texas,2018,Male,Single,40-44 years,4953
Texas,2018,Male,Single,45-49 years,304
Texas,2018,Male,Single,50 years and over,13
Texas,2018,Male,Twin,15-19 years,178
Texas,2018,Male,Twin,20-24 years,942
Texas,2018,Male,Twin,25-29 years,1582
Texas,2018,Male,Twin,30-34 years,1767
Texas,2018,Male,Twin,35-39 years,1085
Texas,2018,Male,Twin,40-44 years,237
Texas,2018,Male,Twin,45-49 years,52
Texas,2018,Male,Triplet,20-24 years,16
Texas,2018,Male,Triplet,25-29 years,42
Texas,2018,Male,Triplet,30-34 years,61
Texas,2018,Male,Triplet,35-39 years,27
Texas,2019,Female,Single,Under 15 years,133
Texas,2019,Female,Single,15-19 years,11529
Texas,2019,Female,Single,20-24 years,39186
Texas,2019,Female,Single,25-29 years,52147
Texas,2019,Female,Single,30-34 years,46892
Texas,2019,Female,Single,35-39 years,23651
Texas,2019,Female,Single,40-44 years,4910
Texas,2019,Female,Single,45-49 years,294
Texas,2019,Female,Single,50 years and over,16
Texas,2019,Female,Twin,15-19 years,189
Texas,2019,Female,Twin,20-24 years,915
Texas,2019,Female,Twin,25-29 years,1605
Texas,2019,Female,Twin,30-34 years,1755
Texas,2019,Female,Twin,35-39 years,958
Texas,2019,Female,Twin,40-44 years,221
Texas,2019,Female,Twin,45-49 years,34
Texas,2019,Female,Triplet,20-24 years,21
Texas,2019,Female,Triplet,25-29 years,32
Texas,2019,Female,Triplet,30-34 years,44
Texas,2019,Female,Triplet,35-39 years,45
Texas,2019,Female,Triplet,40-44 years,13
Texas,2019,Male,Single,Under 15 years,139
Texas,2019,Male,Single,15-19 years,12249
Texas,2019,Male,Single,20-24 years,41012
Texas,2019,Male,Single,25-29 years,54468
Texas,2019,Male,Single,30-34 years,48963
Texas,2019,Male,Single,35-39 years,24687
Texas,2019,Male,Single,40-44 years,5156
Texas,2019,Male,Single,45-49 years,304
Texas,2019,Male,Single,50 years and over,27
Texas,2019,Male,Twin,15-19 years,142
Texas,2019,Male,Twin,20-24 years,947
Texas,2019,Male,Twin,25-29 years,1569
Texas,2019,Male,Twin,30-34 years,1910
Texas,2019,Male,Twin,35-39 years,1001
Texas,2019,Male,Twin,40-44 years,196
Texas,2019,Male,Twin,45-49 years,40
Texas,2019,Male,Triplet,20-24 years,24
Texas,2019,Male,Triplet,25-29 years,27
Texas,2019,Male,Triplet,30-34 years,47
Texas,2019,Male,Triplet,35-39 years,42
Texas,2019,Male,Triplet,40-44 years,14
Utah,2016,Female,Single,15-19 years,884
Utah,2016,Female,Single,20-24 years,5024
Utah,2016,Female,Single,25-29 years,8027
Utah,2016,Female,Single,30-34 years,6454
Utah,2016,Female,Single,35-39 years,2822
Utah,2016,Female,Single,40-44 years,500
Utah,2016,Female,Single,45-49 years,33
Utah,2016,Female,Twin,15-19 years,24
Utah,2016,Female,Twin,20-24 years,122
Utah,2016,Female,Twin,25-29 years,305
Utah,2016,Female,Twin,30-34 years,273
Utah,2016,Female,Twin,35-39 years,148
Utah,2016,Female,Twin,40-44 years,28
Utah,2016,Female,Triplet,25-29 years,10
Utah,2016,Female,Triplet,30-34 years,15
Utah,2016,Male,Single,15-19 years,901
Utah,2016,Male,Single,20-24 years,5251
Utah,2016,Male,Single,25-29 years,8365
Utah,2016,Male,Single,30-34 years,6709
Utah,2016,Male,Single,35-39 years,3033
Utah,2016,Male,Single,40-44 years,502
Utah,2016,Male,Single,45-49 years,31
Utah,2016,Male,Twin,15-19 years,20
